185,14,2018-08-01 04:10:21,5
186,14,2018-08-01 04:11:17,5
187,14,2018-08-01 04:11:30,5
188,14,2018-08-01 04:12:13,5
189,14,2018-08-01 04:12:35,5
190,13,2018-08-01 04:12:49,5
191,14,2018-08-01 04:13:24,5
192,13,2018-08-01 04:14:43,3
193,14,2018-08-01 04:14:54,5
194,14,2018-08-01 04:15:33,5
195,13,2018-08-01 04:16:08,3
196,13,2018-08-01 04:16:17,1
197,14,2018-08-01 04:17:30,1
198,13,2018-08-01 04:18:17,
199,13,2018-08-01 04:19:56,3
200,14,2018-08-01 04:20:59,4
201,13,2018-08-01 04:22:28,
202,14,2018-08-01 04:22:47,4
203,14,2018-08-01 04:22:51,
204,14,2018-08-01 04:22:59,2
205,14,2018-08-01 04:24:18,2
206,14,2018-08-01 04:25:00,2
207,14,2018-08-01 04:26:09,2
208,14,2018-08-01 04:26:11,4
209,14,2018-08-01 04:26:11,
210,14,2018-08-01 04:26:11,
211,15,2018-08-01 04:26:16,
212,15,2018-08-01 04:27:18,1
213,15,2018-08-01 04:27:57,2
214,15,2018-08-01 04:29:25,2
215,15,2018-08-01 04:30:10,2
216,15,2018-08-01 04:31:15,3
217,15,2018-08-01 04:32:37,3
218,15,2018-08-01 04:34:17,
219,15,2018-08-01 04:34:29,3
220,15,2018-08-01 04:35:20,3
221,15,2018-08-01 04:35:20,
222,15,2018-08-01 04:35:20,
223,16,2018-08-01 04:35:42,2
224,16,2018-08-01 04:36:01,2
225,16,2018-08-01 04:36:31,2
226,16,2018-08-01 04:36:39,4
227,16,2018-08-01 04:38:17,
228,16,2018-08-01 04:38:55,2
229,16,2018-08-01 04:40:05,2
230,16,2018-08-01 04:40:53,
231,16,2018-08-01 04:41:46,4
232,16,2018-08-01 04:42:50,4
233,16,2018-08-01 04:42:50,
234,16,2018-08-01 04:42:50,
235,17,2018-08-01 04:43:13,
236,17,2018-08-01 04:44:49,1
237,17,2018-08-01 04:45:18,1
238,17,2018-08-01 04:46:24,
239,17,2018-08-01 04:47:04,2
240,17,2018-08-01 04:47:19,2
241,17,2018-08-01 04:48:47,2
242,17,2018-08-01 04:49:55,
243,17,2018-08-01 04:50:04,1
244,17,2018-08-01 04:50:25,
245,17,2018-08-01 04:50:34,3
246,17,2018-08-01 04:51:38,
247,17,2018-08-01 04:52:00,5
248,17,2018-08-01 04:53:32,
249,17,2018-08-01 04:53:44,2
250,17,2018-08-01 04:53:44,
251,17,2018-08-01 04:53:44,
252,18,2018-08-01 04:55:00,
253,18,2018-08-01 04:56:09,1
254,19,2018-08-01 04:57:48,
255,20,2018-08-01 04:57:50,3
256,19,2018-08-01 04:58:27,2
257,20,2018-08-01 05:00:03,5
258,19,2018-08-01 05:01:35,2
259,19,2018-08-01 05:02:43,1
260,19,2018-08-01 05:03:52,1
261,20,2018-08-01 05:04:38,5
262,18,2018-08-01 05:05:36,1
263,20,2018-08-01 05:05:55,5
264,20,2018-08-01 05:06:47,5
265,18,2018-08-01 05:07:26,4
266,20,2018-08-01 05:07:51,5
267,20,2018-08-01 05:07:59,5
268,18,2018-08-01 05:08:08,4
269,19,2018-08-01 05:09:01,1
270,18,2018-08-01 05:09:17,4
271,20,2018-08-01 05:10:54,5
272,18,2018-08-01 05:11:49,4
273,20,2018-08-01 05:12:24,
274,18,2018-08-01 05:13:45,4
275,18,2018-08-01 05:15:23,
276,18,2018-08-01 05:16:29,4
277,18,2018-08-01 05:16:40,5
278,20,2018-08-01 05:16:55,5
279,18,2018-08-01 05:18:33,5
280,20,2018-08-01 05:18:40,5
281,18,2018-08-01 05:19:52,5
282,19,2018-08-01 05:21:09,2
283,20,2018-08-01 05:21:25,5
284,20,2018-08-01 05:22:25,4
285,18,2018-08-01 05:23:21,4
286,19,2018-08-01 05:24:24,2
287,18,2018-08-01 05:26:01,
288,18,2018-08-01 05:26:56,4
289,19,2018-08-01 05:27:23,2
290,19,2018-08-01 05:27:32,4
291,18,2018-08-01 05:27:54,4
292,19,2018-08-01 05:28:14,5
293,19,2018-08-01 05:28:50,5
294,18,2018-08-01 05:30:11,1
295,18,2018-08-01 05:31:51,1
296,18,2018-08-01 05:32:03,1
297,21,2018-08-01 05:33:26,
298,21,2018-08-01 05:34:43,1
299,22,2018-08-01 05:36:07,
300,23,2018-08-01 05:36:17,
301,22,2018-08-01 05:37:36,4
302,23,2018-08-01 05:38:04,3
303,21,2018-08-01 05:39:29,1
304,22,2018-08-01 05:39:35,4
305,22,2018-08-01 05:40:21,
306,22,2018-08-01 05:40:42,3
307,23,2018-08-01 05:42:17,2
308,23,2018-08-01 05:43:34,2
309,21,2018-08-01 05:45:13,1
310,23,2018-08-01 05:45:41,2
311,22,2018-08-01 05:46:25,2
312,23,2018-08-01 05:46:39,1
313,23,2018-08-01 05:46:55,1
314,23,2018-08-01 05:47:35,3
315,21,2018-08-01 05:47:46,1
316,21,2018-08-01 05:47:51,1
317,23,2018-08-01 05:49:03,3
318,21,2018-08-01 05:49:17,1
319,23,2018-08-01 05:50:23,2
320,21,2018-08-01 05:50:27,2
321,23,2018-08-01 05:52:06,2
322,22,2018-08-01 05:52:12,5
323,21,2018-08-01 05:53:13,1
324,23,2018-08-01 05:53:59,2
325,21,2018-08-01 05:54:48,5
326,21,2018-08-01 05:56:12,5
327,21,2018-08-01 05:56:32,5
328,22,2018-08-01 05:57:04,5
329,21,2018-08-01 05:57:49,5
330,22,2018-08-01 05:58:18,5
331,22,2018-08-01 05:59:05,1
332,22,2018-08-01 06:00:13,1
333,22,2018-08-01 06:00:13,
334,22,2018-08-01 06:00:13,
335,24,2018-08-01 06:01:32,2
336,25,2018-08-01 06:03:10,1
337,24,2018-08-01 06:03:54,5
338,24,2018-08-01 06:04:46,5
339,25,2018-08-01 06:06:22,1
340,25,2018-08-01 06:07:53,1
341,25,2018-08-01 06:09:11,
342,25,2018-08-01 06:10:21,1
343,25,2018-08-01 06:11:35,
344,25,2018-08-01 06:12:46,1
345,24,2018-08-01 06:14:08,5
346,25,2018-08-01 06:14:24,5
347,24,2018-08-01 06:14:26,2
348,24,2018-08-01 06:15:40,2
349,25,2018-08-01 06:16:25,5
350,25,2018-08-01 06:17:35,5
351,24,2018-08-01 06:18:59,2
352,24,2018-08-01 06:20:30,2
353,24,2018-08-01 06:22:01,2
354,24,2018-08-01 06:22:23,2
355,25,2018-08-01 06:22:42,5
356,25,2018-08-01 06:23:39,5
357,24,2018-08-01 06:24:42,2
358,25,2018-08-01 06:25:24,5
359,25,2018-08-01 06:26:23,5
360,24,2018-08-01 06:27:46,
361,25,2018-08-01 06:28:53,
362,25,2018-08-01 06:29:55,3
363,25,2018-08-01 06:30:37,
364,24,2018-08-01 06:31:22,1
365,25,2018-08-01 06:32:36,1
366,25,2018-08-01 06:33:47,1
367,24,2018-08-01 06:35:23,
368,25,2018-08-01 06:36:19,
369,24,2018-08-01 06:37:58,5
370,24,2018-08-01 06:38:32,4
371,25,2018-08-01 06:40:12,1
372,25,2018-08-01 06:41:25,1
373,25,2018-08-01 06:42:06,1
374,25,2018-08-01 06:43:34,3
375,25,2018-08-01 06:45:11,
376,25,2018-08-01 06:45:11,
377,25,2018-08-01 06:45:11,
378,26,2018-08-01 06:45:15,1
379,26,2018-08-01 06:46:02,2
380,26,2018-08-01 06:47:38,1
381,26,2018-08-01 06:47:57,
382,26,2018-08-01 06:49:15,2
383,26,2018-08-01 06:49:44,2
384,26,2018-08-01 06:50:31,2
385,26,2018-08-01 06:52:06,2
386,26,2018-08-01 06:53:08,3
387,26,2018-08-01 06:54:24,
388,26,2018-08-01 06:55:32,3
389,26,2018-08-01 06:55:55,1
390,26,2018-08-01 06:57:23,1
391,26,2018-08-01 06:58:21,1
392,26,2018-08-01 06:59:25,3
393,26,2018-08-01 07:00:12,
394,26,2018-08-01 07:00:53,3
395,26,2018-08-01 07:01:24,
396,26,2018-08-01 07:02:14,2
397,26,2018-08-01 07:03:07,5
398,26,2018-08-01 07:04:39,5
399,27,2018-08-01 07:05:26,
400,27,2018-08-01 07:06:20,1
401,27,2018-08-01 07:06:39,1
402,27,2018-08-01 07:07:28,1
403,28,2018-08-01 07:08:03,
404,27,2018-08-01 07:09:07,1
405,27,2018-08-01 07:10:46,1
406,28,2018-08-01 07:12:11,5
407,28,2018-08-01 07:12:31,5
408,27,2018-08-01 07:12:36,
409,27,2018-08-01 07:13:55,1
410,28,2018-08-01 07:14:57,1
411,27,2018-08-01 07:16:16,1
412,27,2018-08-01 07:17:31,1
413,27,2018-08-01 07:17:56,
414,27,2018-08-01 07:19:16,5
415,27,2018-08-01 07:19:35,5
416,28,2018-08-01 07:20:55,1
417,27,2018-08-01 07:21:20,5
418,27,2018-08-01 07:21:46,
419,28,2018-08-01 07:22:32,1
420,28,2018-08-01 07:23:20,1
421,28,2018-08-01 07:23:56,
422,28,2018-08-01 07:25:23,4
423,28,2018-08-01 07:25:37,4
424,27,2018-08-01 07:25:42,1
425,28,2018-08-01 07:26:34,4
426,28,2018-08-01 07:27:12,3
427,27,2018-08-01 07:28:24,1
428,28,2018-08-01 07:29:26,3
429,28,2018-08-01 07:29:35,
430,27,2018-08-01 07:31:15,
431,28,2018-08-01 07:32:26,4
432,27,2018-08-01 07:33:39,2
433,27,2018-08-01 07:34:56,2
434,27,2018-08-01 07:34:56,
435,27,2018-08-01 07:34:56,
436,28,2018-08-01 07:36:05,4
437,28,2018-08-01 07:36:46,4
438,28,2018-08-01 07:38:10,
439,28,2018-08-01 07:39:33,5
440,28,2018-08-01 07:40:58,
441,28,2018-08-01 07:41:36,3
442,28,2018-08-01 07:41:36,
443,28,2018-08-01 07:41:36,
444,29,2018-08-01 07:42:54,3
445,30,2018-08-01 07:44:22,1
446,30,2018-08-01 07:44:58,
447,29,2018-08-01 07:45:05,4
448,31,2018-08-01 07:45:23,1
449,29,2018-08-01 07:45:47,4
450,31,2018-08-01 07:45:55,1
451,31,2018-08-01 07:47:13,
452,29,2018-08-01 07:48:37,
453,29,2018-08-01 07:49:09,3
454,29,2018-08-01 07:49:38,3
455,31,2018-08-01 07:50:06,5
456,31,2018-08-01 07:50:56,
457,31,2018-08-01 07:51:16,2
458,29,2018-08-01 07:51:32,
459,30,2018-08-01 07:53:05,4
460,31,2018-08-01 07:54:35,5
461,29,2018-08-01 07:55:44,5
462,31,2018-08-01 07:56:03,5
463,30,2018-08-01 07:56:58,5
464,29,2018-08-01 07:57:43,4
465,31,2018-08-01 07:59:16,
466,31,2018-08-01 07:59:34,4
467,29,2018-08-01 08:00:55,
468,29,2018-08-01 08:01:22,1
469,30,2018-08-01 08:02:12,5
470,30,2018-08-01 08:02:32,
471,30,2018-08-01 08:03:55,4
472,31,2018-08-01 08:05:34,
473,31,2018-08-01 08:06:58,5
474,30,2018-08-01 08:08:30,1
475,31,2018-08-01 08:09:19,4
476,31,2018-08-01 08:09:49,4
477,31,2018-08-01 08:10:59,5
478,31,2018-08-01 08:10:59,
479,31,2018-08-01 08:10:59,
480,30,2018-08-01 08:12:30,1
481,30,2018-08-01 08:13:20,1
482,30,2018-08-01 08:13:46,1
483,30,2018-08-01 08:14:03,
484,30,2018-08-01 08:15:15,3
485,30,2018-08-01 08:16:48,3
486,30,2018-08-01 08:18:08,4
487,30,2018-08-01 08:18:10,3
488,30,2018-08-01 08:19:16,4
489,30,2018-08-01 08:19:39,4
490,30,2018-08-01 08:20:14,4
491,30,2018-08-01 08:20:45,1
492,30,2018-08-01 08:21:26,1
493,30,2018-08-01 08:21:47,
494,30,2018-08-01 08:22:18,2
495,32,2018-08-01 08:23:49,
496,32,2018-08-01 08:25:08,1
497,32,2018-08-01 08:26:45,
498,32,2018-08-01 08:28:21,4
499,32,2018-08-01 08:29:38,
500,32,2018-08-01 08:30:02,3
501,32,2018-08-01 08:30:46,
502,32,2018-08-01 08:32:01,1
503,32,2018-08-01 08:33:33,1
504,32,2018-08-01 08:33:51,
505,32,2018-08-01 08:34:44,2
506,32,2018-08-01 08:35:25,
507,32,2018-08-01 08:36:46,3
508,32,2018-08-01 08:37:30,
509,32,2018-08-01 08:38:22,1
510,32,2018-08-01 08:39:10,
511,32,2018-08-01 08:40:39,2
512,32,2018-08-01 08:42:01,2
513,32,2018-08-01 08:42:04,4
514,32,2018-08-01 08:43:03,4
515,32,2018-08-01 08:44:39,4
516,32,2018-08-01 08:46:05,4
517,32,2018-08-01 08:46:05,
518,32,2018-08-01 08:46:05,
519,33,2018-08-01 08:47:04,
520,33,2018-08-01 08:48:21,1
521,33,2018-08-01 08:49:03,
522,33,2018-08-01 08:50:05,1
523,33,2018-08-01 08:50:44,1
524,33,2018-08-01 08:50:47,1
525,33,2018-08-01 08:52:06,
526,33,2018-08-01 08:53:44,4
527,33,2018-08-01 08:54:19,4
528,33,2018-08-01 08:54:48,
529,33,2018-08-01 08:56:20,5
530,33,2018-08-01 08:57:21,3
531,33,2018-08-01 08:58:09,3
532,33,2018-08-01 08:58:20,1
533,33,2018-08-01 08:59:09,1
534,33,2018-08-01 09:00:41,1
535,33,2018-08-01 09:01:47,3
536,33,2018-08-01 09:02:02,3
537,33,2018-08-01 09:02:13,3
538,33,2018-08-01 09:02:31,3
539,33,2018-08-01 09:02:36,3
540,33,2018-08-01 09:02:43,3
541,33,2018-08-01 09:02:43,
542,33,2018-08-01 09:02:43,
543,34,2018-08-01 09:04:07,
544,34,2018-08-01 09:05:27,3
545,34,2018-08-01 09:06:40,
546,34,2018-08-01 09:08:06,5
547,34,2018-08-01 09:09:35,5
548,34,2018-08-01 09:11:11,5
549,34,2018-08-01 09:11:59,
550,34,2018-08-01 09:12:28,4
551,34,2018-08-01 09:13:40,1
552,34,2018-08-01 09:15:02,1
553,34,2018-08-01 09:16:12,1
554,34,2018-08-01 09:17:49,5
555,34,2018-08-01 09:19:26,5
556,34,2018-08-01 09:20:40,
557,34,2018-08-01 09:21:05,1
558,34,2018-08-01 09:21:07,
559,34,2018-08-01 09:21:23,3
560,34,2018-08-01 09:22:31,3
561,34,2018-08-01 09:22:40,
562,35,2018-08-01 09:23:14,
563,35,2018-08-01 09:23:30,4
564,35,2018-08-01 09:23:53,1
565,35,2018-08-01 09:24:09,3
566,35,2018-08-01 09:24:21,3
567,35,2018-08-01 09:25:34,
568,35,2018-08-01 09:26:59,1
569,35,2018-08-01 09:27:39,1
570,35,2018-08-01 09:28:10,
571,35,2018-08-01 09:28:14,4
572,35,2018-08-01 09:29:18,4
573,35,2018-08-01 09:30:31,1
574,35,2018-08-01 09:31:11,1
575,35,2018-08-01 09:32:18,1
576,35,2018-08-01 09:32:18,
577,35,2018-08-01 09:32:18,
578,36,2018-08-01 09:32:48,
579,36,2018-08-01 09:33:08,3
580,36,2018-08-01 09:33:20,1
581,36,2018-08-01 09:34:49,
582,36,2018-08-01 09:36:12,1
583,36,2018-08-01 09:36:50,1
584,36,2018-08-01 09:37:04,
585,36,2018-08-01 09:37:48,1
586,36,2018-08-01 09:39:14,5
587,36,2018-08-01 09:39:33,5
588,36,2018-08-01 09:40:14,5
589,36,2018-08-01 09:41:17,3
590,36,2018-08-01 09:42:40,5
591,36,2018-08-01 09:42:58,5
592,36,2018-08-01 09:44:37,
593,36,2018-08-01 09:45:19,5
594,36,2018-08-01 09:46:05,3
595,36,2018-08-01 09:46:15,1
596,36,2018-08-01 09:46:19,
597,36,2018-08-01 09:46:56,3
598,36,2018-08-01 09:47:15,3
599,36,2018-08-01 09:47:42,1
600,36,2018-08-01 09:48:57,1
601,36,2018-08-01 09:49:34,1
602,36,2018-08-01 09:49:53,1
603,36,2018-08-01 09:50:57,1
604,36,2018-08-01 09:51:18,3
605,36,2018-08-01 09:52:39,
606,36,2018-08-01 09:52:43,3
607,36,2018-08-01 09:52:43,
608,36,2018-08-01 09:52:43,
609,37,2018-08-01 09:53:21,
610,37,2018-08-01 09:53:43,3
611,38,2018-08-01 09:54:57,
612,37,2018-08-01 09:55:01,5
613,38,2018-08-01 09:56:40,3
614,38,2018-08-01 09:57:11,3
615,37,2018-08-01 09:57:36,5
616,37,2018-08-01 09:59:12,
617,37,2018-08-01 09:59:21,4
618,37,2018-08-01 09:59:56,4
619,37,2018-08-01 10:00:21,1
620,38,2018-08-01 10:00:48,3
621,38,2018-08-01 10:01:34,2
622,37,2018-08-01 10:03:05,1
623,37,2018-08-01 10:04:32,1
624,37,2018-08-01 10:05:43,1
625,38,2018-08-01 10:07:02,3
626,38,2018-08-01 10:07:35,3
627,38,2018-08-01 10:08:56,
628,37,2018-08-01 10:09:56,
629,38,2018-08-01 10:11:03,4
630,37,2018-08-01 10:12:06,3
631,37,2018-08-01 10:13:42,
632,37,2018-08-01 10:14:02,4
633,37,2018-08-01 10:15:16,4
634,37,2018-08-01 10:15:56,
635,38,2018-08-01 10:16:42,3
636,37,2018-08-01 10:17:41,3
637,37,2018-08-01 10:18:09,
638,37,2018-08-01 10:19:30,2
639,37,2018-08-01 10:20:33,2
640,37,2018-08-01 10:20:56,
641,37,2018-08-01 10:21:25,1
642,37,2018-08-01 10:21:42,1
643,37,2018-08-01 10:21:42,
644,37,2018-08-01 10:21:42,
645,38,2018-08-01 10:21:44,
646,38,2018-08-01 10:22:52,4
647,38,2018-08-01 10:24:16,4
648,38,2018-08-01 10:25:08,4
649,39,2018-08-01 10:26:42,4
650,40,2018-08-01 10:27:25,
651,41,2018-08-01 10:27:39,4
652,39,2018-08-01 10:28:15,4
653,39,2018-08-01 10:28:45,
654,39,2018-08-01 10:29:42,5
655,39,2018-08-01 10:30:17,5
656,40,2018-08-01 10:30:51,3
657,40,2018-08-01 10:31:10,4
658,40,2018-08-01 10:32:07,
659,39,2018-08-01 10:32:53,
660,39,2018-08-01 10:34:27,3
661,41,2018-08-01 10:34:56,4
662,40,2018-08-01 10:35:18,4
663,41,2018-08-01 10:35:27,
664,39,2018-08-01 10:36:13,3
665,40,2018-08-01 10:37:11,
666,41,2018-08-01 10:37:43,3
667,41,2018-08-01 10:38:45,
668,41,2018-08-01 10:39:50,5
669,39,2018-08-01 10:41:04,3
670,40,2018-08-01 10:41:50,2
671,40,2018-08-01 10:42:02,1
672,40,2018-08-01 10:42:34,4
673,40,2018-08-01 10:43:17,
674,39,2018-08-01 10:43:31,2
675,40,2018-08-01 10:44:31,1
676,40,2018-08-01 10:45:43,2
677,40,2018-08-01 10:46:00,2
678,41,2018-08-01 10:47:21,4
679,41,2018-08-01 10:47:37,1
680,40,2018-08-01 10:48:51,2
681,40,2018-08-01 10:49:23,
682,40,2018-08-01 10:49:28,1
683,41,2018-08-01 10:50:21,1
684,40,2018-08-01 10:51:50,1
685,40,2018-08-01 10:52:23,1
686,40,2018-08-01 10:52:44,2
687,40,2018-08-01 10:53:06,2
688,40,2018-08-01 10:53:59,
689,40,2018-08-01 10:54:41,4
690,41,2018-08-01 10:55:10,4
691,41,2018-08-01 10:56:27,4
692,41,2018-08-01 10:56:54,
693,40,2018-08-01 10:58:23,4
694,41,2018-08-01 10:59:32,3
695,41,2018-08-01 11:01:02,
696,41,2018-08-01 11:01:31,5
697,41,2018-08-01 11:03:10,4
698,41,2018-08-01 11:03:51,4
699,41,2018-08-01 11:04:15,
700,41,2018-08-01 11:04:58,5
701,41,2018-08-01 11:05:57,5
702,41,2018-08-01 11:05:57,
703,41,2018-08-01 11:05:57,
704,42,2018-08-01 11:07:21,
705,42,2018-08-01 11:07:57,4
706,42,2018-08-01 11:08:44,
707,42,2018-08-01 11:10:05,4
708,42,2018-08-01 11:11:32,
709,42,2018-08-01 11:13:06,2
710,42,2018-08-01 11:14:07,5
711,42,2018-08-01 11:15:09,5
712,42,2018-08-01 11:16:47,5
713,42,2018-08-01 11:18:18,4
714,42,2018-08-01 11:19:26,
715,42,2018-08-01 11:20:39,4
716,42,2018-08-01 11:20:50,4
717,42,2018-08-01 11:21:38,
718,42,2018-08-01 11:23:11,3
719,42,2018-08-01 11:23:27,3
720,42,2018-08-01 11:24:49,3
721,42,2018-08-01 11:25:11,3
722,42,2018-08-01 11:25:44,
723,42,2018-08-01 11:25:57,5
724,42,2018-08-01 11:27:37,
725,42,2018-08-01 11:27:37,
726,42,2018-08-01 11:27:37,
727,43,2018-08-01 11:28:15,
728,43,2018-08-01 11:29:43,2
729,43,2018-08-01 11:31:14,2
730,43,2018-08-01 11:32:48,
731,44,2018-08-01 11:34:25,
732,44,2018-08-01 11:34:41,1
733,43,2018-08-01 11:35:56,5
734,45,2018-08-01 11:36:02,
735,43,2018-08-01 11:36:10,5
736,45,2018-08-01 11:36:55,4
737,44,2018-08-01 11:37:57,1
738,44,2018-08-01 11:38:41,1
739,44,2018-08-01 11:39:38,4
740,43,2018-08-01 11:40:23,5
741,44,2018-08-01 11:41:35,
742,44,2018-08-01 11:42:10,5
743,44,2018-08-01 11:43:49,3
744,44,2018-08-01 11:44:05,3
745,44,2018-08-01 11:44:48,3
746,43,2018-08-01 11:44:58,4
747,45,2018-08-01 11:46:31,4
